Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
86,31,37,80,Type-3
16,34,62,75,Type-3
28,48,21,1,Type-3
1,94,38,94,Type-3
10,51,88,77,Type-3
15,42,38,32,Type-3
50,53,70,33,Type-3
80,59,91,100,Type-3
20,100,2,62,Type-3
20,33,52,64,Type-3
5,81,85,12,Type-3
45,73,1,0,Type-3
22,97,65,26,Type-3
57,17,57,19,Type-3
56,37,37,58,Type-3
60,60,68,38,Type-3
95,84,4,15,Type-3
38,50,34,47,Type-3
44,67,61,68,Type-3
28,25,20,41,Type-3
30,87,88,7,Type-3
88,65,91,51,Type-3
1,100,52,6,Type-3
85,20,13,88,Type-3
36,63,79,2,Type-3
43,11,27,6,Type-3
78,91,58,4,Type-3
69,95,58,97,Type-3
62,68,28,79,Type-3
96,64,99,53,Type-3
74,85,22,32,Type-3
52,99,9,6,Type-3
75,94,91,97,Type-3
87,15,64,82,Type-3
2,5,5,29,Type-4
93,55,74,58,Type-3
18,37,38,60,Type-3
44,85,58,7,Type-3
60,43,4,69,Type-3
54,44,86,55,Type-3
70,38,86,18,Type-3
75,79,62,18,Type-3
28,96,76,61,Type-3
47,9,54,99,Type-3
71,73,48,22,Type-3
62,86,91,50,Type-3
20,72,38,69,Type-3
56,65,5,7,Type-3
12,6,89,53,Type-3
26,65,5,24,Type-3
67,87,31,42,Type-3
95,43,74,77,Type-3
87,74,39,42,Type-3
63,76,3,12,Type-3
8,83,19,76,Type-3
73,79,45,77,Type-3
74,44,62,83,Type-3
96,74,90,30,Type-3
6,7,44,21,Type-3
10,4,80,18,Type-3
27,48,36,1,Type-3
93,83,31,97,Type-3
71,51,64,74,Type-3
26,78,23,38,Type-3
21,80,11,83,Type-3
41,31,10,91,Type-3
31,12,76,83,Type-3
13,42,32,37,Type-3
25,77,77,92,Type-3
54,21,98,53,Type-3
74,8,44,74,Type-3
70,27,81,69,Type-3
54,21,10,8,Type-3
44,12,73,29,Type-3
29,97,52,76,Type-3
65,17,17,40,Type-3
98,25,15,89,Type-3
25,67,93,91,Type-3
88,27,6,46,Type-3
0,74,36,32,Type-3
92,80,73,41,Type-3
23,70,37,98,Type-3
54,71,29,31,Type-3
64,12,71,3,Type-3
24,49,17,53,Type-3
97,17,1,74,Type-3
41,34,25,47,Type-3
43,23,99,15,Type-3
68,13,98,44,Type-3
11,81,59,8,Type-3
7,49,62,83,Type-3
62,67,46,30,Type-3
77,69,88,49,Type-3
19,33,14,25,Type-3
39,24,59,63,Type-3
72,96,24,9,Type-3
4,44,99,38,Type-3
0,0,65,75,Type-3
10,57,99,99,Type-3
3,88,9,39,Type-3
37,47,55,65,Type-3
16,16,84,84,Type-3
67,54,63,11,Type-3
31,90,70,69,Type-3
4,36,1,71,Type-3
21,63,33,38,Type-3
77,19,58,6,Type-3
84,33,77,83,Type-3
81,2,23,59,Type-3
66,73,91,11,Type-3
10,55,89,92,Type-3
99,33,1,100,Type-3
90,22,95,65,Type-3
24,75,28,100,Type-3
41,82,83,66,Type-3
34,42,6,94,Type-3
78,31,38,5,Type-3
58,94,0,3,Type-3
47,65,2,62,Type-3
84,57,50,31,Type-3
2,92,13,49,Type-3
23,61,8,18,Type-3
68,38,64,78,Type-3
100,56,34,10,Type-3
32,84,29,93,Type-3
87,16,99,24,Type-3
69,34,29,40,Type-3
46,1,59,12,Type-3
52,17,80,68,Type-3
44,70,3,64,Type-3
70,27,63,83,Type-3
82,45,55,48,Type-3
56,4,25,47,Type-3
84,97,69,26,Type-3
69,90,88,75,Type-3
39,18,48,51,Type-3
2,27,82,74,Type-3
48,33,98,99,Type-3
13,4,82,11,Type-3
19,100,69,21,Type-3
77,29,9,71,Type-3
65,23,81,58,Type-3
24,100,46,23,Type-3
3,82,42,22,Type-3
40,18,84,96,Type-3
62,19,27,27,Type-3
47,50,33,49,Type-3
54,31,74,14,Type-3
96,12,48,24,Type-3
1,91,87,77,Type-3
22,60,38,1,Type-3
47,39,91,17,Type-3
84,63,90,23,Type-3
14,62,77,8,Type-3
50,18,86,23,Type-3
23,16,53,19,Type-3
19,87,46,76,Type-3
55,79,82,34,Type-3
37,16,0,44,Type-3
24,2,29,92,Type-3
85,17,4,23,Type-3
51,13,99,63,Type-3
50,62,11,61,Type-3
46,2,57,47,Type-3
67,24,75,74,Type-3
79,6,12,22,Type-3
63,24,65,65,Type-3
42,16,70,46,Type-3
70,75,49,25,Type-3
87,70,56,30,Type-3
97,91,68,4,Type-3
56,33,47,26,Type-3
38,48,70,69,Type-3
28,26,91,23,Type-3
25,90,81,61,Type-3
13,59,21,29,Type-3
63,34,17,37,Type-3
46,60,96,12,Type-3
19,68,22,1,Type-3
6,7,28,3,Type-3
81,13,48,99,Type-3
73,80,1,82,Type-3
93,34,60,1,Type-3
66,85,10,56,Type-3
52,63,28,40,Type-3
64,75,22,73,Type-3
29,67,68,38,Type-3
65,11,60,78,Type-3
14,89,97,21,Type-3
74,56,75,37,Type-3
95,33,9,12,Type-3
69,34,67,17,Type-3
69,28,30,73,Type-3
91,30,42,26,Type-3
56,65,11,81,Type-3
24,97,60,76,Type-3
22,26,6,28,Type-3
11,12,48,38,Type-3
47,76,57,59,Type-3
9,41,75,49,Type-3
16,19,98,20,Type-3
51,2,87,53,Type-3
1,53,73,88,Type-3
59,16,42,43,Type-3
56,15,18,3,Type-3
80,37,44,57,Type-3
72,18,39,43,Type-3
46,63,100,86,Type-3
70,66,48,20,Type-3
12,35,70,61,Type-3
73,7,71,9,Type-3
21,38,5,58,Type-3
27,92,28,99,Type-3
54,66,86,22,Type-3
49,32,26,23,Type-3
77,85,17,96,Type-3
18,47,27,44,Type-3
0,45,80,49,Type-3
90,32,44,3,Type-3
67,15,73,38,Type-3
55,36,30,34,Type-3
87,92,4,26,Type-3
13,79,82,94,Type-3
63,67,47,56,Type-3
100,49,57,51,Type-3
86,91,29,95,Type-3
68,4,78,95,Type-3
83,64,31,57,Type-3
21,43,61,39,Type-3
43,18,21,34,Type-3
48,45,30,60,Type-3
98,92,6,86,Type-3
35,5,38,33,Type-3
68,78,23,48,Type-3
96,47,61,71,Type-3
87,64,15,6,Type-3
33,58,26,35,Type-3
36,31,86,47,Type-3
88,10,55,24,Type-3
50,81,34,77,Type-3
36,17,12,8,Type-3
24,13,34,100,Type-3
85,89,88,40,Type-3
4,8,33,38,Type-3
7,60,59,28,Type-3
52,1,86,83,Type-3
26,28,35,11,Type-3
60,16,4,53,Type-3
98,92,46,19,Type-3
64,58,14,66,Type-3
83,24,67,56,Type-3
70,29,78,26,Type-3
44,7,67,69,Type-3
2,52,67,74,Type-3
60,33,26,39,Type-3
49,10,84,10,Type-3
47,95,65,72,Type-3
72,59,95,90,Type-3
46,96,19,1,Type-3
13,47,15,44,Type-3
18,27,14,87,Type-3
90,54,74,19,Type-3
61,38,92,54,Type-3
5,61,97,60,Type-3
6,62,9,72,Type-3
100,56,29,91,Type-3
89,53,25,32,Type-3
12,21,1,10,Type-3
100,48,67,39,Type-3
45,74,56,33,Type-3
32,97,75,18,Type-3
96,66,32,1,Type-3
40,75,15,66,Type-3
72,75,1,97,Type-3
78,31,88,75,Type-3
68,41,38,59,Type-3
28,68,24,11,Type-3
6,9,68,84,Type-3
94,39,4,10,Type-3
53,53,46,74,Type-3
97,7,10,99,Type-3
10,71,71,76,Type-3
41,24,50,5,Type-3
82,77,52,14,Type-3
4,39,77,93,Type-3
86,84,95,21,Type-3
46,5,53,10,Type-3
1,40,26,72,Type-3
42,30,21,46,Type-3
3,21,88,26,Type-3
80,98,37,26,Type-3
94,51,19,42,Type-3
62,82,55,83,Type-3
58,76,76,4,Type-3
29,55,65,14,Type-3
1,21,60,90,Type-3
87,18,99,10,Type-3
73,20,88,99,Type-3
91,2,34,44,Type-3
42,73,19,18,Type-3
95,68,19,58,Type-3
96,88,86,68,Type-3
17,100,69,58,Type-3
23,5,68,59,Type-3
36,54,35,80,Type-3
29,28,89,85,Type-3
68,75,42,20,Type-3
58,0,27,49,Type-3
22,71,60,69,Type-3
29,65,81,36,Type-3
67,7,47,69,Type-3
40,42,25,26,Type-3
50,67,17,65,Type-3
87,61,51,16,Type-3
66,76,95,87,Type-3
14,28,94,48,Type-3
55,40,31,19,Type-3
64,35,85,68,Type-3
73,14,47,2,Type-3
89,59,32,36,Type-3
54,71,68,80,Type-3
75,6,7,45,Type-3
64,87,77,89,Type-3
1,80,88,51,Type-3
10,56,80,54,Type-3
75,30,74,54,Type-3
91,91,74,58,Type-3
96,19,96,64,Type-3
41,16,79,9,Type-3
2,11,2,31,Type-4
40,75,21,20,Type-3
48,1,93,58,Type-3
82,49,64,24,Type-3
81,43,71,41,Type-3
36,90,64,0,Type-3
91,17,8,81,Type-3
94,55,80,78,Type-3
6,53,92,72,Type-3
37,7,68,19,Type-3
57,91,85,49,Type-3
4,34,97,68,Type-3
60,88,23,91,Type-3
82,13,91,45,Type-3
76,98,93,79,Type-3
38,99,49,100,Type-3
27,33,38,3,Type-3
56,17,42,85,Type-3
1,1,52,28,Type-3
69,21,30,21,Type-3
78,36,39,35,Type-3
27,61,78,46,Type-3
36,2,24,17,Type-3
88,57,77,0,Type-3
95,66,20,37,Type-3
54,60,23,18,Type-3
100,72,21,45,Type-3
99,63,19,24,Type-3
93,53,10,17,Type-3
87,84,39,35,Type-3
81,21,43,12,Type-3
0,27,95,53,Type-3
2,74,78,90,Type-3
70,76,6,57,Type-3
96,16,84,8,Type-3
84,27,45,63,Type-3
13,31,68,27,Type-3
47,67,74,42,Type-3
36,84,60,76,Type-3
2,60,92,92,Type-3
48,49,41,89,Type-3
100,83,73,100,Type-3
55,80,55,6,Type-3
88,29,43,36,Type-3
59,40,36,76,Type-3
96,72,32,54,Type-3
12,84,91,2,Type-3
52,5,51,13,Type-3
49,95,35,71,Type-3
96,52,15,33,Type-3
92,97,28,83,Type-3
18,57,6,30,Type-3
25,0,75,97,Type-3
52,96,88,85,Type-3
56,30,97,93,Type-3
37,19,3,99,Type-3
8,71,88,60,Type-3
45,37,70,4,Type-3
93,55,30,64,Type-3
85,45,87,80,Type-3
3,94,79,53,Type-3
70,9,13,36,Type-3
81,37,41,16,Type-3
49,93,94,75,Type-3
69,89,13,71,Type-3
92,74,81,44,Type-3
4,85,48,76,Type-3
69,13,53,14,Type-3
33,84,1,68,Type-3
97,24,99,8,Type-3
64,86,25,65,Type-3
17,59,85,2,Type-3
26,97,44,32,Type-3
9,59,1,26,Type-3
1,17,47,42,Type-3
82,18,7,72,Type-3
90,73,78,46,Type-3
60,24,84,57,Type-3
21,53,10,90,Type-3
9,22,89,60,Type-3
58,79,22,89,Type-3
90,32,15,40,Type-3
11,50,44,81,Type-3
62,30,81,13,Type-3
14,78,76,69,Type-3
62,76,70,91,Type-3
64,93,58,29,Type-3
37,91,25,62,Type-3
87,5,43,93,Type-3
5,26,5,90,Type-3
92,12,64,84,Type-3
5,79,60,90,Type-3
37,5,37,91,Type-3
47,50,83,99,Type-3
14,46,21,5,Type-3
71,39,83,64,Type-3
28,72,61,49,Type-3
1,65,85,29,Type-3
74,62,57,64,Type-3
72,65,38,19,Type-3
15,36,61,23,Type-3
57,58,63,66,Type-3
87,37,62,12,Type-3
33,22,79,63,Type-3
42,70,90,97,Type-3
23,68,12,86,Type-3
24,74,94,95,Type-3
40,60,59,32,Type-3
32,24,60,89,Type-3
42,2,57,59,Type-3
16,33,69,75,Type-3
6,32,91,82,Type-3
58,20,24,50,Type-3
26,97,43,72,Type-3
35,53,3,18,Type-3
18,97,72,55,Type-3
14,82,49,92,Type-3
69,63,60,4,Type-3
56,92,96,30,Type-3
99,90,1,58,Type-3
68,19,68,60,Type-3
52,98,85,40,Type-3
68,30,3,51,Type-3
1,75,64,70,Type-3
17,99,21,68,Type-3
31,42,78,9,Type-3
28,49,83,28,Type-3
48,12,82,13,Type-3
83,40,17,67,Type-3
82,63,77,42,Type-3
79,32,14,30,Type-3
74,77,82,90,Type-3
59,80,48,69,Type-3
27,39,6,17,Type-3
85,79,45,13,Type-3
26,74,57,4,Type-3
80,36,64,65,Type-3
7,75,88,12,Type-3
71,75,53,49,Type-3
22,74,28,31,Type-3
31,87,98,29,Type-3
14,94,93,72,Type-3
90,52,89,68,Type-3
67,94,73,91,Type-3
39,89,81,94,Type-3
95,35,31,44,Type-3
56,51,96,39,Type-3
46,86,18,87,Type-3
100,79,53,88,Type-3
9,7,18,33,Type-3
55,89,57,61,Type-3
91,94,51,65,Type-3
51,83,35,38,Type-3
95,95,90,19,Type-3
95,22,27,53,Type-3
62,95,83,47,Type-3
50,28,94,98,Type-3
78,11,47,66,Type-3
69,100,29,70,Type-3
8,80,42,62,Type-3
93,93,14,66,Type-3
40,66,44,12,Type-3
39,0,9,92,Type-3
15,15,78,89,Type-3
24,66,58,15,Type-3
9,67,77,7,Type-3
29,52,10,30,Type-3
8,34,67,16,Type-3
39,64,90,26,Type-3
56,69,55,30,Type-3
45,93,44,65,Type-3
6,69,81,5,Type-3
42,100,43,58,Type-3
47,100,71,80,Type-3
75,49,30,56,Type-3
56,24,18,58,Type-3
16,86,64,5,Type-3
24,78,59,57,Type-3
6,26,18,90,Type-3
54,4,55,92,Type-3
18,65,77,22,Type-3
80,61,52,95,Type-3
31,94,69,33,Type-3
86,39,77,7,Type-3
31,93,35,10,Type-3
25,52,44,61,Type-3
71,38,56,41,Type-3
21,82,38,83,Type-3
54,3,88,90,Type-3
56,90,80,62,Type-3
7,8,61,47,Type-3
45,92,72,14,Type-3
4,70,77,42,Type-3
11,41,43,5,Type-3
26,4,52,23,Type-3
83,30,23,31,Type-3
10,97,29,17,Type-3
35,61,27,49,Type-3
51,40,77,60,Type-3
1,83,49,1,Type-3
73,28,19,76,Type-3
70,75,39,33,Type-3
11,27,35,69,Type-3
54,37,53,21,Type-3
79,27,28,30,Type-3
30,74,15,34,Type-3
90,8,12,16,Type-3
31,30,58,41,Type-3
63,87,97,48,Type-3
90,12,69,70,Type-3
58,21,78,15,Type-3
24,87,31,54,Type-3
68,83,29,76,Type-3
67,41,55,22,Type-3
43,75,48,78,Type-3
42,100,0,96,Type-3
14,92,60,76,Type-3
12,36,77,97,Type-3
96,35,41,71,Type-3
68,10,38,52,Type-3
69,77,11,87,Type-3
44,93,54,21,Type-3
24,86,93,10,Type-3
24,15,89,65,Type-3
9,94,99,41,Type-3
61,20,44,11,Type-3
11,84,80,99,Type-3
66,84,36,86,Type-3
28,87,42,25,Type-3
92,53,2,38,Type-3
42,80,68,91,Type-3
87,90,87,53,Type-3
87,80,84,93,Type-3
88,8,3,5,Type-3
36,95,16,89,Type-3
68,39,31,57,Type-3
10,50,34,93,Type-3
39,69,54,11,Type-3
62,81,20,3,Type-3
21,21,84,60,Type-3
14,100,33,79,Type-3
8,28,12,83,Type-3
69,23,51,60,Type-3
63,30,20,96,Type-3
89,41,31,77,Type-3
5,54,16,41,Type-3
95,1,54,33,Type-3
42,71,86,16,Type-3
19,49,51,31,Type-3
98,69,52,68,Type-3
42,28,18,70,Type-3
61,99,85,25,Type-3
66,22,64,78,Type-3
81,39,26,30,Type-3
98,96,73,52,Type-3
51,79,2,50,Type-3
73,35,18,60,Type-3
99,27,91,73,Type-3
93,23,90,63,Type-3
25,54,70,55,Type-3
93,48,7,44,Type-3
30,3,63,0,Type-3
54,47,5,70,Type-3
67,12,44,15,Type-3
56,43,52,11,Type-3
23,91,41,34,Type-3
64,93,79,64,Type-3
25,58,34,34,Type-3
48,21,14,2,Type-3
92,94,93,25,Type-3
37,6,73,61,Type-3
35,76,50,51,Type-3
53,28,84,39,Type-3
8,37,92,82,Type-3
41,91,68,58,Type-3
95,16,84,62,Type-3
100,23,66,88,Type-3
81,13,29,86,Type-3
23,6,59,96,Type-3
39,64,15,10,Type-3
81,51,8,3,Type-3
7,4,4,75,Type-4
53,10,3,37,Type-3
10,46,61,34,Type-3
98,20,13,77,Type-3
87,27,50,59,Type-3
76,12,94,22,Type-3
94,99,19,57,Type-3
55,33,56,41,Type-3
93,94,10,57,Type-3
28,20,2,4,Type-3
41,57,48,82,Type-3
5,6,42,92,Type-3
2,29,69,81,Type-3
91,41,97,41,Type-3
73,94,55,64,Type-3
97,25,63,72,Type-3
64,51,38,23,Type-3
11,86,36,46,Type-3
35,58,3,76,Type-3
55,44,17,81,Type-3
51,94,15,79,Type-3
31,32,34,26,Type-3
55,87,9,9,Type-3
10,73,46,31,Type-3
0,67,64,71,Type-3
5,98,61,19,Type-3
90,34,35,3,Type-3
78,73,100,16,Type-3
73,46,61,62,Type-3
23,76,49,17,Type-3
71,26,46,60,Type-3
80,82,57,22,Type-3
23,97,10,89,Type-3
76,38,66,1,Type-3
8,91,38,94,Type-3
58,95,53,12,Type-3
69,27,85,22,Type-3
92,19,31,34,Type-3
22,21,99,59,Type-3
85,25,39,55,Type-3
84,55,49,26,Type-3
16,23,4,67,Type-3
97,1,2,13,Type-3
89,66,6,79,Type-3
24,15,25,89,Type-3
37,39,78,90,Type-3
2,26,7,1,Type-3
66,79,61,34,Type-3
13,72,94,74,Type-3
9,31,36,5,Type-3
65,18,45,82,Type-3
70,17,82,54,Type-3
13,84,9,85,Type-3
80,2,75,75,Type-3
9,87,12,43,Type-3
98,60,47,100,Type-3
48,27,67,77,Type-3
90,20,37,83,Type-3
61,3,100,15,Type-3
47,64,83,49,Type-3
2,90,62,29,Type-3
46,17,98,9,Type-3
59,36,21,29,Type-3
24,83,27,79,Type-3
6,29,52,55,Type-3
76,97,77,75,Type-3
38,68,49,94,Type-3
42,51,97,5,Type-3
45,80,61,26,Type-3
88,63,76,28,Type-3
42,83,84,51,Type-3
28,37,10,3,Type-3
82,16,33,46,Type-3
85,11,100,96,Type-3
65,30,94,12,Type-3
85,83,56,34,Type-3
98,10,18,31,Type-3
97,94,22,1,Type-3
68,23,23,44,Type-3
26,25,38,47,Type-3
81,53,67,64,Type-3
2,14,30,50,Type-3
55,10,81,71,Type-3
63,27,44,35,Type-3
20,40,9,3,Type-3
23,61,92,60,Type-3
89,34,35,82,Type-3
19,42,26,6,Type-3
51,40,41,21,Type-3
12,75,59,59,Type-3
69,55,73,99,Type-3
89,32,100,53,Type-3
42,53,79,32,Type-3
93,15,91,45,Type-3
77,76,86,55,Type-3
36,50,54,93,Type-3
29,20,32,35,Type-3
14,17,6,55,Type-3
82,13,58,24,Type-3
74,18,70,54,Type-3
83,71,22,23,Type-3
24,93,66,49,Type-3
37,11,71,16,Type-3
42,74,25,27,Type-3
29,68,15,0,Type-3
39,91,69,49,Type-3
58,63,21,48,Type-3
22,50,60,92,Type-3
43,37,98,7,Type-3
80,72,31,50,Type-3
0,33,31,8,Type-3
77,68,88,3,Type-3
81,74,82,56,Type-3
40,23,59,26,Type-3
61,85,69,9,Type-3
59,52,23,82,Type-3
79,15,43,76,Type-3
9,39,55,90,Type-3
72,65,91,17,Type-3
77,84,67,35,Type-3
65,64,56,49,Type-3
56,89,21,59,Type-3
41,72,79,79,Type-3
53,39,10,98,Type-3
84,51,65,39,Type-3
41,48,43,50,Type-3
65,44,97,94,Type-3
69,19,14,11,Type-3
10,70,91,36,Type-3
66,30,98,36,Type-3
10,38,76,36,Type-3
3,8,22,90,Type-3
78,12,80,33,Type-3
89,68,61,22,Type-3
99,90,82,56,Type-3
78,18,64,3,Type-3
48,41,72,74,Type-3
21,14,63,51,Type-3
36,82,18,65,Type-3
9,92,43,50,Type-3
19,51,23,90,Type-3
95,27,2,50,Type-3
72,77,86,5,Type-3
49,49,94,88,Type-3
30,77,72,44,Type-3
43,14,16,14,Type-3
30,18,47,83,Type-3
91,79,28,39,Type-3
74,34,100,59,Type-3
99,35,54,37,Type-3
40,32,7,75,Type-3
3,38,71,60,Type-3
13,36,74,67,Type-3
45,48,8,10,Type-3
53,52,57,75,Type-3
92,83,10,33,Type-3
91,23,66,38,Type-3
88,38,82,25,Type-3
86,24,47,24,Type-3
32,33,97,38,Type-3
29,9,1,72,Type-3
8,59,27,11,Type-3
37,63,19,35,Type-3
88,87,86,94,Type-3
81,55,78,84,Type-3
42,16,32,5,Type-3
6,41,10,27,Type-3
87,41,89,62,Type-3
39,46,49,94,Type-3
84,77,17,62,Type-3
61,79,65,0,Type-3
54,89,30,78,Type-3
34,40,21,74,Type-3
42,30,60,76,Type-3
10,64,21,75,Type-3
1,70,73,28,Type-3
78,30,43,39,Type-3
78,26,49,19,Type-3
4,3,0,73,Type-4
39,24,13,74,Type-3
79,29,1,65,Type-3
45,65,1,90,Type-3
20,46,70,32,Type-3
8,81,2,90,Type-3
70,38,72,75,Type-3
26,55,21,89,Type-3
16,87,50,76,Type-3
65,58,54,9,Type-3
25,92,21,38,Type-3
71,40,20,88,Type-3
44,79,35,16,Type-3
54,30,79,1,Type-3
39,91,49,65,Type-3
15,34,59,29,Type-3
83,79,43,60,Type-3
95,86,53,52,Type-3
31,77,85,79,Type-3
34,50,34,53,Type-3
63,32,77,13,Type-3
63,57,99,2,Type-3
14,73,24,33,Type-3
41,74,10,14,Type-3
49,68,97,22,Type-3
31,20,36,66,Type-3
29,91,51,100,Type-3
82,67,5,35,Type-3
23,7,83,97,Type-3
65,51,36,75,Type-3
20,29,29,47,Type-3
41,32,97,81,Type-3
79,44,41,64,Type-3
99,53,78,36,Type-3
57,31,63,43,Type-3
1,98,29,37,Type-3
15,32,57,55,Type-3
92,36,1,67,Type-3
6,81,90,25,Type-3
54,41,32,93,Type-3
14,63,3,99,Type-3
22,36,43,18,Type-3
68,81,27,8,Type-3
0,28,83,94,Type-3
68,72,13,13,Type-3
12,2,0,16,Type-4
25,51,11,29,Type-3
51,31,70,63,Type-3
12,75,95,5,Type-3
95,45,14,16,Type-3
54,94,49,50,Type-3
28,96,51,61,Type-3
17,0,13,34,Type-3
1,95,27,47,Type-3
26,96,70,53,Type-3
49,46,9,21,Type-3
41,23,2,20,Type-3
66,64,21,58,Type-3
93,98,71,82,Type-3
9,29,92,74,Type-3
8,85,66,15,Type-3
2,11,60,39,Type-3
85,33,9,34,Type-3
37,73,27,70,Type-3
74,90,72,68,Type-3
69,3,87,21,Type-3
68,37,8,49,Type-3
29,39,49,80,Type-3
13,77,36,18,Type-3
1,29,52,3,Type-3
96,67,55,23,Type-3
100,51,27,23,Type-3
7,0,57,62,Type-3
73,29,87,55,Type-3
84,57,0,98,Type-3
82,92,26,98,Type-3
98,53,28,8,Type-3
17,49,69,85,Type-3
70,67,3,31,Type-3
12,77,85,89,Type-3
45,45,10,91,Type-3
53,4,93,21,Type-3
11,97,50,82,Type-3
39,13,55,73,Type-3
87,79,73,97,Type-3
81,6,35,62,Type-3
37,72,96,3,Type-3
11,72,50,3,Type-3
66,38,24,88,Type-3
24,85,53,73,Type-3
34,66,53,45,Type-3
15,15,45,74,Type-3
44,72,31,1,Type-3
12,55,85,4,Type-3
23,77,39,33,Type-3
75,61,36,10,Type-3
1,42,100,34,Type-3
89,34,90,35,Type-3
9,96,25,10,Type-3
18,25,59,37,Type-3
85,5,26,25,Type-3
23,82,70,55,Type-3
89,17,7,36,Type-3
60,68,23,64,Type-3
4,20,13,22,Type-3
79,98,92,35,Type-3
100,39,48,49,Type-3
33,40,55,77,Type-3
91,17,57,50,Type-3
63,57,76,16,Type-3
11,19,74,73,Type-3
58,34,64,58,Type-3
20,63,11,81,Type-3
95,38,48,91,Type-3
88,52,7,78,Type-3
77,50,51,19,Type-3
46,39,53,31,Type-3
52,51,87,99,Type-3
98,2,82,0,Type-3
72,70,48,25,Type-3
93,8,50,15,Type-3
92,24,52,21,Type-3
38,19,65,83,Type-3
30,8,65,16,Type-3
77,8,46,48,Type-3
80,14,29,55,Type-3
88,29,76,71,Type-3
45,15,46,97,Type-3
56,52,41,56,Type-3
36,99,46,74,Type-3
26,22,6,81,Type-3
81,17,38,92,Type-3
28,82,42,92,Type-3
17,93,58,52,Type-3
3,14,74,61,Type-3
83,49,98,53,Type-3
0,41,98,75,Type-3
23,30,95,36,Type-3
41,12,24,65,Type-3
59,4,72,31,Type-3
23,24,43,57,Type-3
55,19,65,38,Type-3
68,31,13,11,Type-3
89,90,0,25,Type-3
17,80,24,54,Type-3
99,48,75,88,Type-3
64,86,71,63,Type-3
9,3,84,85,Type-3
16,16,50,92,Type-3
57,66,93,53,Type-3
34,3,51,71,Type-3
3,48,83,65,Type-3
43,63,1,13,Type-3
90,42,83,55,Type-3
74,78,64,66,Type-3
66,99,7,30,Type-3
27,68,14,67,Type-3
10,44,65,50,Type-3
2,55,8,45,Type-3
99,75,59,65,Type-3
2,0,41,43,Type-3
24,49,94,47,Type-3
75,55,30,97,Type-3
11,97,59,3,Type-3
48,74,79,93,Type-3
55,43,23,50,Type-3
52,23,14,10,Type-3
95,56,53,42,Type-3
9,27,43,26,Type-3
18,94,93,56,Type-3
46,96,62,86,Type-3
53,95,61,79,Type-3
6,69,39,86,Type-3
87,36,30,18,Type-3
38,51,81,42,Type-3
31,27,81,50,Type-3
22,98,80,25,Type-3
49,75,24,34,Type-3
18,98,93,89,Type-3
66,45,82,77,Type-3
24,95,32,10,Type-3
24,22,92,96,Type-3
5,44,60,100,Type-3
96,7,8,91,Type-3
96,42,37,34,Type-3
14,48,65,56,Type-3
62,38,56,98,Type-3
19,77,69,85,Type-3
42,7,24,87,Type-3
95,66,13,55,Type-3
87,98,54,67,Type-3
66,40,66,17,Type-3
3,88,48,12,Type-3
5,77,17,20,Type-3
58,91,43,24,Type-3
51,80,20,89,Type-3
18,75,48,26,Type-3
25,21,98,23,Type-3
47,75,6,76,Type-3
88,49,40,84,Type-3
54,73,94,82,Type-3
88,66,68,28,Type-3
58,27,22,34,Type-3
73,30,91,8,Type-3
37,11,6,67,Type-3
83,65,64,12,Type-3
4,13,6,81,Type-4
41,96,68,45,Type-3
34,40,72,39,Type-3
68,79,48,54,Type-3
98,43,70,62,Type-3
2,73,29,100,Type-3
40,45,69,34,Type-3
31,54,83,39,Type-3
35,54,23,49,Type-3
29,70,33,64,Type-3
38,44,20,28,Type-3
92,16,55,30,Type-3
89,88,35,19,Type-3
88,29,20,21,Type-3
59,43,99,7,Type-3
55,66,65,77,Type-3
75,65,40,46,Type-3
81,43,21,100,Type-3
57,60,65,47,Type-3
25,24,74,57,Type-3
78,48,8,23,Type-3
4,87,34,76,Type-3
55,34,33,6,Type-3
32,34,83,94,Type-3
8,50,27,9,Type-3
31,48,88,59,Type-3
76,70,36,93,Type-3
27,1,46,25,Type-3
22,41,2,39,Type-3
87,21,70,19,Type-3
94,53,19,3,Type-3
68,85,13,27,Type-3
61,90,93,60,Type-3
47,44,67,34,Type-3
65,74,56,22,Type-3
61,61,37,28,Type-3
93,63,83,81,Type-3
68,12,100,35,Type-3
55,17,24,75,Type-3
73,4,61,21,Type-3
35,25,27,88,Type-3
35,34,56,58,Type-3
55,26,69,17,Type-3
6,6,26,40,Type-3
92,6,41,12,Type-3
31,8,27,57,Type-3
90,19,32,42,Type-3
0,10,86,4,Type-3
57,10,43,49,Type-3
19,90,41,100,Type-3
33,59,87,96,Type-3
50,51,1,67,Type-3
35,16,65,61,Type-3
25,99,94,72,Type-3
86,66,52,63,Type-3
32,44,59,61,Type-3
0,51,67,75,Type-3
66,66,26,59,Type-3
49,52,50,6,Type-3
34,46,25,45,Type-3
34,11,12,57,Type-3
58,19,35,65,Type-3
76,25,81,100,Type-3
96,29,16,38,Type-3
12,59,56,38,Type-3
21,43,82,59,Type-3
55,13,27,60,Type-3
4,9,51,32,Type-3
80,51,61,15,Type-3
42,98,72,41,Type-3
73,8,88,93,Type-3
54,56,100,32,Type-3
90,74,56,90,Type-3
14,6,47,12,Type-3
41,63,86,31,Type-3
8,7,47,22,Type-3
70,86,82,71,Type-3
56,70,25,93,Type-3
9,91,93,54,Type-3
